"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"OLIVER WAHLSTROM","","R","22","R","NYI","73","13","11","24","0.33","24","27","2","8","01:28","35.2","12:04","157","-6","74","1","$0.93M","$0.89M","$1.43M"
"FILIP ZADINA","","R","22","L","DET","74","10","14","24","0.32","24","27","1","8","01:50","39.2","14:11","154","-24","10","0","$0.83M","$0.89M","$1.74M"
"KEEGAN KOLESAR","","R","25","R","VGK","77","7","17","24","0.31","24","26","0","1","00:29","10.6","12:40","94","-6","68","0","$0.75M","$0.73M","$0.73M"
"MATT GRZELCYK","","D","28","L","BOS","73","4","20","24","0.33","24","27","2","5","01:25","29.5","18:44","118","23","24","2","$4M","$3.69M","$3.69M"
"TYLER ENNIS","","L","32","L","","57","8","16","24","0.42","59","35","1","4","01:40","34.2","12:33","89","-5","16","0","$0.9M","$0.9M","$0.9M"
"NICK LEDDY","","D","31","L","STL","75","3","21","24","0.32","24","26","0","6","01:49","37.2","21:25","71","-29","22","4","$7M","$5.5M","$5.5M"
"YAKOV TRENIN","","L","25","L","NSH","80","17","7","24","0.30","24","25","2","0","00:11","3.7","14:40","136","7","46","0","$0.75M","$0.73M","$0.73M"
"BRENDAN GALLAGHER","","R","30","R","MTL","56","7","17","24","0.43","24","35","0","7","02:23","45.3","15:01","142","-7","71","5","$5M","$6.5M","$6.5M"
"BLAKE LIZOTTE","","C","24","L","L.A","70","10","14","24","0.34","24","28","2","0","00:08","2.5","12:10","91","15","28","2","$0.8M","$0.8M","$0.8M"
"DANTE FABBRO","","D","24","R","NSH","66","3","21","24","0.36","24","30","0","0","00:09","3.0","19:03","88","13","24","1","$2.4M","$2.4M","$2.4M"
"NIC DOWD","","C","32","R","WSH","64","10","14","24","0.38","24","31","0","1","00:04","1.3","14:16","90","10","44","3","$0.8M","$0.75M","$0.75M"
"LOGAN O'CONNOR","","R","25","R","COL","81","8","16","24","0.30","24","24","1","0","00:02","0.5","13:52","127","10","38","3","$0.75M","$0.73M","$0.73M"
"RUDOLFS BALCERS","","L","25","L","FLA","61","11","12","23","0.38","23","31","1","0","00:15","5.3","15:02","98","-3","20","1","$1.25M","$1.55M","$1.55M"
"NICOLAS AUBE-KUBEL","","R","26","R","TOR","74","11","12","23","0.31","23","25","2","0","00:02","0.6","09:49","87","11","47","1","$1.23M","$1.08M","$1.08M"
"NICK RITCHIE","","L","26","L","ARI","57","12","11","23","0.40","23","33","0","4","01:29","36.4","12:42","93","-13","43","1","$1.7M","$2.5M","$2.5M"
"BARRETT HAYTON","","C","22","L","ARI","60","10","13","23","0.38","23","31","1","5","01:32","37.9","16:07","82","-10","20","0","$0.83M","$0.89M","$2.64M"
"JESPER BOQVIST","","C","23","L","N.J","56","10","13","23","0.41","23","34","1","1","00:30","10.8","13:06","74","-9","10","0","$0.93M","$0.93M","$0.93M"
"EELI TOLVANEN","","L","23","L","NSH","75","11","12","23","0.31","23","25","1","6","01:48","37.6","13:26","151","-7","16","2","$1.45M","$1.45M","$1.45M"
"NOAH GREGOR","","R","23","L","S.J","63","8","15","23","0.37","23","30","1","3","01:14","28.6","14:56","156","-20","25","0","$0.75M","$0.75M","$0.75M"
"ANTON STRALMAN","","D","35","R","","74","8","15","23","0.31","48","25","1","0","00:08","3.4","21:21","95","-18","12","0","$5.5M","$5.5M","$5.5M"
"TIMOTHY LILJEGREN","","D","23","R","TOR","61","5","18","23","0.38","23","31","0","2","00:17","6.8","16:24","79","15","14","2","$0.83M","$0.86M","$1.26M"
"SEAN MONAHAN","","C","27","L","CGY","65","8","15","23","0.35","23","29","2","13","02:16","49.0","14:04","111","-15","24","1","$6.13M","$6.38M","$6.38M"
"JADEN SCHWARTZ","","L","30","L","SEA","37","8","15","23","0.62","23","51","0","4","02:22","50.0","18:27","101","-13","14","4","$4M","$5.5M","$5.5M"
"JUSTIN HOLL","","D","30","R","TOR","69","3","20","23","0.33","23","27","1","0","00:04","1.6","20:13","64","15","41","1","$2M","$2M","$2M"
"JUSTIN SCHULTZ","","D","32","R","SEA","74","4","19","23","0.31","23","25","1","5","01:26","28.1","16:55","92","-15","16","2","$5M","$4M","$4M"
"ANTHONY MANTHA","","R","27","L","WSH","37","9","14","23","0.62","23","51","0","2","01:52","33.9","15:10","82","4","14","2","$5.3M","$5.7M","$5.7M"
"P.K. SUBBAN","","D","33","R","","77","5","17","22","0.29","45","23","1","0","00:35","12.7","18:18","114","-8","82","1","$8M","$9M","$9M"
"MORGAN GEEKIE","","C","23","R","SEA","73","7","15","22","0.30","22","25","0","4","01:22","29.6","12:38","97","-16","18","0","$0.75M","$0.75M","$0.75M"
"ALEX CHIASSON","","R","31","R","","67","13","9","22","0.33","49","27","2","10","01:54","41.1","11:38","98","5","24","0","$0.75M","$0.75M","$0.75M"
"DEREK RYAN","","C","35","R","EDM","75","10","12","22","0.29","22","24","2","0","00:04","1.5","11:26","72","-4","8","1","$1.25M","$1.25M","$1.25M"
"ADAM BOQVIST","","D","21","R","CBJ","52","11","11","22","0.42","22","35","1","6","01:56","44.1","17:03","64","-10","12","3","$0.83M","$0.89M","$1.74M"
"JONATHAN DAHLEN","","R","24","L","","61","12","10","22","0.36","52","30","2","7","01:47","40.5","13:48","105","-25","12","0","$0.75M","$0.75M","$0.75M"
"TAYLOR RADDYSH","","R","24","R","CHI","74","11","11","22","0.30","22","24","1","4","01:17","24.8","12:20","104","1","10","2","$0.75M","$0.76M","$0.76M"
"OSKAR SUNDQVIST","","R","28","R","DET","59","8","14","22","0.37","22","31","1","0","00:32","11.1","14:00","70","5","29","1","$3.5M","$2.75M","$2.75M"
"PEYTON KREBS","","C","21","L","BUF","57","7","15","22","0.39","22","32","2","10","02:05","45.3","14:33","56","-26","22","2","$0.93M","$0.86M","$1.28M"
"NICK COUSINS","","L","28","L","FLA","68","9","13","22","0.32","22","27","1","4","01:39","32.8","12:28","103","-8","31","2","$2M","$1.5M","$1.5M"
"LUKE KUNIN","","L","24","R","S.J","82","13","9","22","0.27","22","22","0","2","00:57","19.2","13:50","125","-11","99","2","$2.3M","$2.3M","$2.3M"
"NIKITA ZADOROV","","D","27","L","CGY","74","4","18","22","0.30","22","24","0","0","00:11","3.9","16:55","106","11","77","2","$3.75M","$3.75M","$3.75M"
"ALEXANDER RADULOV","","R","36","L","","71","4","18","22","0.31","47","25","2","8","02:06","43.2","14:05","92","-20","30","0","$4.65M","$6.25M","$6.25M"
"BROCK MCGINN","","R","28","L","PIT","64","12","10","22","0.34","22","28","2","0","00:01","0.5","15:00","99","0","14","3","$2.75M","$2.75M","$2.75M"
"ARTEM ZUB","","D","26","R","OTT","81","6","16","22","0.27","22","22","0","0","00:17","5.9","21:02","92","0","60","1","$1.75M","$2.5M","$2.5M"
"JAKE MCCABE","","D","28","L","CHI","75","3","19","22","0.29","22","24","0","0","00:06","1.9","20:18","79","-28","33","3","$3M","$4M","$4M"
"JOONAS DONSKOI","","R","30","R","SEA","75","2","20","22","0.29","22","24","0","3","01:08","24.6","14:49","89","-10","14","1","$3.9M","$3.9M","$3.9M"
"DMITRY KULIKOV","","D","31","L","MIN","80","7","15","22","0.28","22","23","2","0","00:09","3.0","18:12","74","23","39","1","$2.25M","$2.25M","$2.25M"
"FILIP CHYTIL","","C","22","L","NYR","67","8","14","22","0.33","22","27","1","1","01:04","26.0","13:10","135","-1","14","1","$2M","$2.3M","$2.3M"
"RYAN MCLEOD","","C","22","L","EDM","71","9","12","21","0.30","21","24","1","5","00:46","16.8","12:46","82","-2","12","0","$0.87M","$0.83M","$0.93M"
"JOHAN LARSSON","","L","29","L","","43","7","14","21","0.49","61","40","1","3","00:45","15.1","15:55","44","-4","32","0","$1.8M","$1.4M","$1.4M"
"ADAM LOWRY","","C","29","L","WPG","79","13","8","21","0.27","21","22","0","2","00:54","17.8","15:29","115","1","59","4","$2.5M","$3.25M","$3.25M"
"DUNCAN KEITH","","D","39","L","EDM","64","1","20","21","0.33","21","27","1","2","00:37","14.0","19:43","79","15","22","1","$2.1M","$5.54M","$5.54M"
"BRETT KULAK","","D","28","L","EDM","74","5","16","21","0.28","21","23","0","0","00:04","1.5","17:45","92","-4","45","4","$2.2M","$1.85M","$1.85M"
"JAKOB SILFVERBERG","","R","31","R","ANA","53","5","16","21","0.40","21","32","0","5","01:46","39.0","17:02","120","-3","30","2","$5.25M","$5.25M","$5.25M"
"MATT ROY","","D","27","R","L.A","67","2","19","21","0.31","21","26","0","2","00:44","14.3","20:59","153","23","28","2","$2M","$3.15M","$3.15M"
"PHILIPP KURASHEV","","L","22","L","CHI","67","6","15","21","0.31","21","26","1","5","01:13","23.6","12:51","86","-16","12","0","$0.89M","$0.84M","$0.93M"
"RYAN PULOCK","","D","27","R","NYI","56","5","16","21","0.38","21","31","0","6","01:24","35.0","21:09","122","1","2","6","$6.66M","$5M","$5M"
"MASON APPLETON","","R","26","R","WPG","68","8","13","21","0.31","21","25","3","0","00:32","11.5","14:53","98","-1","30","0","$0.9M","$0.9M","$0.9M"
"VICTOR RASK","","L","29","L","","47","9","12","21","0.45","58","37","1","1","00:45","17.0","12:12","58","3","2","0","$4M","$4M","$4M"
"CARSON SOUCY","","D","27","L","SEA","64","10","11","21","0.33","21","27","1","2","00:43","16.4","17:40","97","6","47","1","$3M","$2.75M","$2.75M"
"BRIAN BOYLE","","L","37","L","","66","11","10","21","0.32","47","26","1","0","00:05","1.6","10:47","87","6","27","0","$0.75M","$0.75M","$0.75M"
"ALEX GALCHENYUK","","C","28","L","","60","6","15","21","0.35","50","29","0","1","00:49","20.6","13:09","89","-11","32","0","$0.75M","$0.75M","$0.75M"
"JAKOB CHYCHRUN","","D","24","L","ARI","47","7","14","21","0.45","21","37","2","1","01:53","46.3","22:59","141","-20","47","3","$5.3M","$4.6M","$4.6M"
"NICK JENSEN","","D","31","R","WSH","76","5","16","21","0.28","21","23","1","0","00:03","0.8","19:21","88","32","21","1","$3M","$2.5M","$2.5M"
"OWEN TIPPETT","","R","23","R","PHI","63","10","11","21","0.33","21","27","1","3","01:42","32.0","13:25","126","-2","12","0","$0.83M","$0.86M","$1.6M"
"MILAN LUCIC","","L","34","L","CGY","82","10","11","21","0.26","21","21","0","3","01:08","23.6","12:15","95","-9","84","1","$5M","$6M","$6M"
"COLIN BLACKWELL","","C","29","R","CHI","58","10","10","20","0.34","20","28","1","0","00:20","7.0","11:56","77","0","14","2","$0.75M","$0.73M","$0.73M"
"TYSON JOST","","C","24","L","MIN","80","8","12","20","0.25","20","21","2","0","00:29","8.3","12:49","97","1","34","1","$1.75M","$2M","$2M"
"MICHAEL MCLEOD","","C","24","R","N.J","77","6","14","20","0.26","20","21","0","0","00:12","4.5","13:19","78","-13","52","1","$0.95M","$0.98M","$0.98M"
"JON MERRILL","","D","30","L","MIN","69","4","16","20","0.29","20","24","0","0","00:02","0.6","17:06","59","15","22","3","$0.85M","$0.85M","$0.85M"
"TY SMITH","","D","22","L","PIT","66","5","15","20","0.30","20","25","0","4","01:20","28.3","17:30","77","-26","22","1","$0.83M","$0.86M","$1.26M"
"K'ANDRE MILLER","","D","22","L","NYR","82","7","13","20","0.24","20","20","2","1","00:26","10.4","20:37","102","21","24","1","$0.93M","$0.93M","$1.28M"
"BRETT HOWDEN","","C","24","L","VGK","47","9","11","20","0.43","20","35","2","0","00:02","0.9","10:39","39","9","12","1","$0.89M","$0.89M","$0.89M"
"DANIEL SPRONG","","R","25","R","","63","14","6","20","0.32","46","26","0","2","01:12","25.2","12:59","153","1","8","0","$0.75M","$0.73M","$0.73M"
"SAM STEEL","","C","24","L","","68","6","14","20","0.29","44","24","1","3","00:39","14.9","12:19","66","-17","16","0","$0.87M","$0.87M","$0.87M"
"LOUI ERIKSSON","","R","37","L","","73","3","17","20","0.27","42","22","0","1","00:12","5.0","12:55","81","-18","6","0","$4M","$6M","$6M"
"BRENDEN DILLON","","D","31","L","WPG","79","3","17","20","0.25","20","21","0","0","00:03","0.9","18:50","85","15","67","2","$3.1M","$3.9M","$3.9M"
"PIERRE-EDOUARD BELLEMARE","","C","37","L","T.B","80","9","11","20","0.25","20","21","1","0","00:02","0.7","13:45","72","24","19","1","$0.75M","$1M","$1M"
"WILLIAM CARRIER","","L","27","L","VGK","63","9","11","20","0.32","20","26","0","0","00:04","1.5","11:37","120","8","32","2","$1.1M","$1.4M","$1.4M"
"ALEXANDRE TEXIER","","R","22","L","CBJ","36","11","9","20","0.56","20","46","0","0","00:04","1.7","14:36","59","0","12","1","$1.3M","$1.53M","$1.53M"
"ZACH SANFORD","","L","27","L","NSH","80","9","11","20","0.25","20","21","0","2","01:18","28.1","14:18","104","-17","50","1","$2M","$2M","$2M"
"ALEXANDER EDLER","","D","36","L","L.A","41","3","16","19","0.46","19","38","1","0","00:20","6.0","18:28","54","18","34","1","$3.5M","$3.5M","$3.5M"
"CHRIS TIERNEY","","L","28","L","FLA","70","6","13","19","0.27","19","22","2","6","01:23","27.9","12:25","72","-12","14","1","$4.2M","$3.5M","$3.5M"
"RADEK FAKSA","","C","28","L","DAL","77","5","14","19","0.25","19","20","1","1","00:06","2.0","15:46","89","-20","52","3","$3M","$3.25M","$3.25M"
"MARCUS PETTERSSON","","D","26","L","PIT","72","2","17","19","0.26","19","22","0","0","00:16","5.7","15:39","83","9","38","3","$4.03M","$4.03M","$4.03M"
"KIEFFER BELLOWS","","L","24","L","NYI","45","6","13","19","0.42","19","35","2","4","00:28","11.7","11:52","79","-1","19","0","$0.75M","$0.75M","$0.75M"
"ZACH WHITECLOUD","","D","25","R","VGK","59","8","11","19","0.32","19","26","1","0","00:04","1.6","18:48","94","21","20","6","$0.75M","$0.73M","$0.73M"
"NICO STURM","","C","27","L","S.J","74","8","11","19","0.26","19","21","0","1","00:03","1.1","11:54","100","-7","14","3","$0.75M","$0.73M","$0.73M"
"CASEY MITTELSTADT","","C","23","L","BUF","40","6","13","19","0.48","19","39","1","7","02:31","48.7","16:07","79","-13","4","2","$2.4M","$2.5M","$2.5M"
"SAM CARRICK","","R","30","R","ANA","64","11","8","19","0.30","19","24","0","0","00:09","3.2","11:28","80","-12","85","2","$0.75M","$0.75M","$0.75M"
"IAN COLE","","D","33","L","T.B","75","2","17","19","0.25","19","21","1","0","00:02","0.7","17:09","77","15","83","1","$2.9M","$2.9M","$2.9M"
"KEITH YANDLE","","D","35","L","","77","1","18","19","0.25","39","20","0","11","02:08","41.6","13:59","105","-46","14","1","$0.9M","$0.9M","$0.9M"
"NICK HOLDEN","","D","35","L","OTT","76","5","14","19","0.25","19","21","1","1","00:05","1.9","19:51","75","0","12","1","$1.4M","$1.7M","$1.7M"
"ZACK KASSIAN","","R","31","R","ARI","58","6","13","19","0.33","19","27","1","2","00:18","6.6","11:47","58","2","63","2","$3.5M","$3.2M","$3.2M"
"JAKUB VRANA","","L","26","L","DET","26","13","6","19","0.73","19","60","3","6","02:21","51.7","14:54","65","-8","16","2","$4.75M","$5.25M","$5.25M"
"DEREK STEPAN","","R","32","R","","58","9","10","19","0.33","46","27","0","0","00:02","0.6","10:48","96","0","14","0","$1.35M","$1.35M","$1.35M"
"DERICK BRASSARD","","L","34","L","","46","8","11","19","0.41","53","34","1","2","01:32","31.4","12:55","62","4","16","0","$0.83M","$0.83M","$0.83M"
"HENRI JOKIHARJU","","D","23","R","BUF","60","3","16","19","0.32","19","26","0","4","01:07","23.6","21:55","83","-8","20","2","$2.4M","$2.5M","$2.5M"
"JONATHAN DROUIN","","L","27","L","MTL","34","5","14","19","0.56","19","46","0","4","02:22","48.8","17:05","61","-9","23","1","$5.5M","$5.5M","$5.5M"
"ADAM ERNE","","L","27","L","DET","79","6","13","19","0.24","19","20","1","0","00:55","19.5","13:23","108","-23","34","1","$1.8M","$2.1M","$2.1M"
"EVGENY SVECHNIKOV","","R","25","L","","72","7","12","19","0.26","41","22","1","0","00:01","0.4","10:45","78","-4","38","0","$0.75M","$0.75M","$0.75M"
"SCOTT MAYFIELD","","D","29","R","NYI","61","3","15","18","0.30","18","24","2","0","00:04","1.4","19:46","80","-6","55","1","$1.75M","$1.45M","$1.45M"
"ERIK GUSTAFSSON","","D","30","L","WSH","59","2","16","18","0.31","18","25","0","4","01:56","37.3","16:13","78","-4","14","1","$0.8M","$0.8M","$0.8M"
"ZEMGUS GIRGENSONS","","C","28","L","BUF","56","10","8","18","0.32","18","26","1","4","01:00","21.6","14:47","92","-7","27","1","$2.2M","$2.2M","$2.2M"
"CONNOR MCMICHAEL","","L","21","L","WSH","68","9","9","18","0.26","18","22","0","0","00:05","1.7","10:28","105","-3","10","2","$0.93M","$0.86M","$0.86M"
"TYLER MYERS","","D","32","R","VAN","82","1","17","18","0.22","18","18","0","1","00:21","7.2","21:59","128","14","66","2","$7M","$6M","$6M"
"BRAYDEN MCNABB","","D","31","L","VGK","69","3","15","18","0.26","18","21","0","0","00:01","0.5","19:42","85","10","42","3","$2M","$2.5M","$2.5M"
"TRENT FREDERIC","","L","24","L","BOS","60","8","10","18","0.30","18","25","1","0","00:04","1.5","11:39","100","10","57","1","$0.95M","$1.05M","$1.05M"
"MICHAEL AMADIO","","C","26","R","VGK","56","11","7","18","0.32","18","26","2","0","00:03","1.1","12:10","64","1","15","2","$0.75M","$0.75M","$0.75M"
"RYAN LOMBERG","","L","27","L","FLA","55","9","9","18","0.33","18","27","1","0","00:01","0.2","11:25","91","4","92","2","$0.75M","$0.73M","$0.73M"
"JAN RUTTA","","D","31","R","PIT","76","3","15","18","0.24","18","19","0","0","00:01","0.5","16:23","86","25","47","3","$1.7M","$1.3M","$1.3M"
"BRIAN DUMOULIN","","D","30","L","PIT","76","3","15","18","0.24","18","19","0","0","00:04","1.5","21:49","91","24","24","1","$4.1M","$4.1M","$4.1M"
"JUSTIN BRAUN","","D","35","R","PHI","69","6","12","18","0.26","18","21","0","0","00:03","1.1","19:33","73","1","36","1","$1.8M","$1.8M","$1.8M"
"NILS HOGLANDER","","L","21","L","VAN","60","10","8","18","0.30","18","25","0","3","00:59","19.0","13:05","132","-5","24","1","$0.93M","$0.89M","$1.13M"
"NATHAN BASTIAN","","R","24","R","N.J","72","12","6","18","0.25","18","21","1","4","01:37","34.5","11:54","97","-12","65","1","$0.78M","$0.83M","$0.83M"
"KAAPO KAKKO","","R","21","L","NYR","43","7","11","18","0.42","18","34","2","2","01:14","28.1","15:26","62","10","10","0","$0.93M","$0.93M","$3.58M"
"JACOB PETERSON","","L","23","L","DAL","65","12","5","17","0.26","17","21","5","1","00:42","13.9","11:04","85","-1","12","1","$0.84M","$0.84M","$0.93M"
"MATT NIETO","","R","29","L","S.J","70","6","11","17","0.24","17","20","0","0","00:04","1.6","14:24","82","-20","19","1","$0.85M","$0.85M","$0.85M"
"BRANDON DUHAIME","","R","25","L","MIN","80","6","11","17","0.21","17","17","1","0","00:02","0.6","10:13","91","-2","122","1","$0.75M","$0.75M","$0.75M"
"ERIK GUDBRANSON","","D","30","R","CBJ","78","6","11","17","0.22","17","18","0","0","00:05","1.8","18:08","129","15","68","4","$1.95M","$1.95M","$1.95M"
"ANDREAS ATHANASIOU","","L","27","L","","28","11","6","17","0.61","67","50","3","1","01:37","31.6","15:14","71","7","4","1","$2.7M","$2.7M","$2.7M"
"JASON ZUCKER","","L","30","L","PIT","41","8","9","17","0.41","17","34","0","2","01:31","33.7","14:49","102","-2","15","1","$6.25M","$5.5M","$5.5M"
"BRAD HUNT","","D","33","L","COL","50","3","14","17","0.34","17","28","0","2","01:06","24.8","15:15","67","-3","12","2","$0.8M","$0.8M","$0.8M"
"BOWEN BYRAM","","D","21","L","COL","30","5","12","17","0.57","17","46","2","1","00:58","17.1","18:48","49","7","12","1","$0.93M","$0.89M","$3.39M"
"MIKE REILLY","","D","29","L","BOS","70","4","13","17","0.24","17","20","0","3","00:41","15.0","18:56","135","-2","32","2","$2M","$3M","$3M"
"LUKE SCHENN","","D","32","R","VAN","66","5","12","17","0.26","17","21","1","0","00:03","1.0","17:12","78","16","61","1","$0.8M","$0.85M","$0.85M"
"JANNE KUOKKANEN","","R","24","L","","57","6","11","17","0.30","41","24","1","1","00:13","4.9","13:29","64","-10","10","1","$1.6M","$1.83M","$1.83M"
"RILEY SHEAHAN","","L","30","L","","69","4","13","17","0.25","37","20","0","0","00:02","0.6","12:03","69","6","2","0","$0.85M","$0.85M","$0.85M"
"MARTIN FEHERVARY","","D","22","L","WSH","79","8","9","17","0.22","17","18","2","0","00:02","0.6","19:39","96","15","26","1","$0.75M","$0.79M","$0.88M"
"RYAN POEHLING","","C","23","L","PIT","57","9","8","17","0.30","17","24","1","2","01:22","28.2","12:12","92","-21","6","1","$0.75M","$0.75M","$0.75M"
"SEAN COUTURIER","","C","29","L","PHI","29","6","11","17","0.59","17","48","2","5","02:50","57.6","20:23","79","-6","14","6","$4.75M","$4.33M","$4.33M"
"JAMIE OLEKSIAK","","D","29","L","SEA","72","1","16","17","0.24","17","19","0","0","00:05","1.9","19:20","95","-2","54","4","$3.5M","$4.6M","$4.6M"
"TOMAS NOSEK","","C","29","L","BOS","75","3","14","17","0.23","17","19","1","0","00:03","1.0","13:22","84","-9","32","1","$1.5M","$1.75M","$1.75M"
"DAVID SAVARD","","D","31","R","MTL","62","3","14","17","0.27","17","22","0","0","00:04","1.3","20:47","66","-22","36","3","$2.8M","$3.5M","$3.5M"
"TREVOR VAN RIEMSDYK","","D","30","R","WSH","72","1","16","17","0.24","17","19","0","0","00:10","3.0","17:28","75","-3","40","1","$0.9M","$0.95M","$0.95M"
"ANDREW COGLIANO","","L","35","L","COL","74","4","12","16","0.22","16","18","0","0","00:05","1.6","12:40","75","-18","20","1","$1M","$1M","$1M"
"CASEY CIZIKAS","","C","31","L","NYI","74","10","6","16","0.22","16","18","3","0","00:04","1.8","13:45","91","-2","48","5","$2.5M","$2.5M","$2.5M"
"RASMUS RISTOLAINEN","","D","27","R","PHI","66","2","14","16","0.24","16","20","0","1","00:41","13.4","21:26","97","-9","38","5","$5.4M","$5.4M","$5.4M"
"WAYNE SIMMONDS","","R","33","R","TOR","72","5","11","16","0.22","16","18","2","1","00:13","5.1","09:20","79","-6","91","1","$0.75M","$0.9M","$0.9M"
"RASMUS SANDIN","","D","22","L","TOR","51","5","11","16","0.31","16","26","3","3","01:21","30.7","16:58","46","9","4","0","$0.83M","$0.89M","$0.89M"
"MAX COMTOIS","","L","23","L","ANA","52","6","10","16","0.31","16","25","0","2","01:36","34.6","14:08","72","-17","46","1","$1.53M","$2.04M","$2.04M"
"JOSH MANSON","","D","30","R","COL","67","6","10","16","0.24","16","20","0","0","00:02","0.7","18:59","92","-11","65","4","$4.45M","$4.1M","$4.1M"
"DRYDEN HUNT","","L","26","L","NYR","76","6","10","16","0.21","16","17","2","0","00:12","4.7","12:17","94","-9","52","1","$0.75M","$0.76M","$0.76M"
"TREVOR LEWIS","","C","35","R","CGY","80","6","10","16","0.20","16","16","1","1","00:05","1.8","12:50","108","-1","12","1","$0.8M","$0.8M","$0.8M"
"MORGAN FROST","","C","23","L","PHI","55","5","11","16","0.29","16","24","0","2","01:53","37.5","13:55","85","-11","14","1","$0.83M","$0.86M","$0.86M"
"AUSTIN WATSON","","R","30","R","OTT","67","10","6","16","0.24","16","20","1","0","00:05","1.6","11:59","88","-3","91","1","$1.5M","$1.5M","$1.5M"
"LUKE GLENDENING","","R","33","R","DAL","82","9","7","16","0.20","16","16","1","0","00:02","0.8","14:07","116","-17","15","1","$1.5M","$1.5M","$1.5M"
"MICHAEL RAFFL","","L","33","L","","76","7","9","16","0.21","33","17","2","0","00:08","2.6","14:32","94","-19","16","0","$1.1M","$1.1M","$1.1M"
"CURTIS LAZAR","","C","27","R","VAN","70","8","8","16","0.23","16","19","0","0","00:01","0.3","11:59","95","-2","16","3","$0.8M","$0.8M","$0.8M"
"MARC STAAL","","D","35","L","FLA","71","3","13","16","0.23","16","18","1","0","00:02","0.5","17:24","76","-1","28","1","$2M","$2M","$2M"
"RADKO GUDAS","","D","32","R","FLA","77","3","13","16","0.21","16","17","0","0","00:02","0.7","18:01","100","27","105","1","$2.5M","$2.5M","$2.5M"
"BRANDON CARLO","","D","25","R","BOS","79","6","9","15","0.19","15","16","0","1","00:04","1.3","19:42","125","2","31","5","$2.5M","$4.1M","$4.1M"
"JORDAN MARTINOOK","","L","29","L","CAR","59","6","9","15","0.25","15","21","2","0","00:01","0.5","11:12","77","1","22","2","$0.9M","$1.8M","$1.8M"
"JIMMY VESEY","","L","29","L","","68","8","7","15","0.22","33","18","2","0","00:17","5.9","14:26","110","-24","12","0","$0.8M","$0.8M","$0.8M"
"TYLER MOTTE","","L","27","L","","58","7","8","15","0.26","36","21","1","0","00:07","2.7","14:01","101","3","22","0","$1.45M","$1.23M","$1.23M"
"CALEB JONES","","D","25","L","CHI","51","5","10","15","0.29","15","24","1","1","00:21","7.6","16:43","57","-3","18","0","$0.9M","$0.85M","$0.85M"
"CARL GRUNDSTROM","","L","24","L","L.A","54","9","6","15","0.28","15","23","1","0","00:15","4.5","10:53","83","4","26","2","$0.75M","$0.73M","$0.73M"
"JOE VELENO","","C","22","L","DET","66","8","7","15","0.23","15","19","0","0","00:24","8.9","13:13","73","-13","22","1","$0.93M","$0.89M","$1.21M"
"BRANDON TANEV","","R","30","L","SEA","30","9","6","15","0.50","15","41","3","2","00:13","4.7","14:36","51","4","13","3","$3.5M","$3.5M","$3.5M"
"ZACH ASTON-REESE","","R","27","L","","69","5","10","15","0.22","33","18","0","0","00:01","0.5","13:02","78","9","28","0","$1.73M","$1.73M","$1.73M"
"J.J. MOSER","","D","22","L","ARI","43","4","11","15","0.35","15","29","1","2","01:13","28.1","18:42","40","-10","16","2","$0.84M","$0.89M","$0.93M"
"RYAN LINDGREN","","D","24","L","NYR","78","4","11","15","0.19","15","16","1","0","00:04","1.6","20:06","73","18","48","2","$2M","$3M","$3M"
"DARREN HELM","","C","35","L","COL","68","7","8","15","0.22","15","18","1","0","00:02","0.7","10:33","93","-5","14","1","$1M","$1M","$1M"
"CAL CLUTTERBUCK","","R","34","R","NYI","59","6","9","15","0.25","15","21","1","0","00:05","2.0","14:02","74","-6","10","2","$2.5M","$3.5M","$3.5M"
"JUHO LAMMIKKO","","C","26","L","","75","7","8","15","0.20","31","16","2","0","00:07","2.3","12:16","67","-6","14","0","$0.75M","$0.75M","$0.75M"
"ANDREW PEEKE","","D","24","R","CBJ","82","2","13","15","0.18","15","15","0","0","00:04","1.3","21:28","72","-16","60","1","$0.75M","$0.79M","$0.79M"
"ERIK BRANNSTROM","","D","22","L","OTT","53","0","14","14","0.26","14","22","0","6","02:07","45.1","19:46","86","-17","30","0","$0.83M","$0.86M","$1.31M"
"ADAM GAUDETTE","","R","25","R","TOR","58","5","9","14","0.24","14","20","1","2","01:09","24.0","11:19","94","-9","17","1","$1M","$1M","$1M"
"NICOLAS HAGUE","","D","23","L","VGK","52","4","10","14","0.27","14","22","0","0","00:23","8.7","18:39","116","6","38","0","$0.83M","$0.79M","$0.86M"
"DEREK FORBORT","","D","30","L","BOS","76","4","10","14","0.18","14","15","1","0","00:01","0.5","18:07","64","2","50","2","$2M","$3M","$3M"
"MARCO SCANDELLA","","D","32","L","STL","70","3","11","14","0.20","14","16","0","0","00:01","0.4","18:09","76","17","18","2","$3.55M","$3.28M","$3.28M"
"CARL HAGELIN","","L","33","L","WSH","53","3","11","14","0.26","14","22","1","0","00:02","0.6","14:14","71","10","20","1","$3M","$2.75M","$2.75M"
"MAXIM MAMIN","","C","27","L","","40","7","7","14","0.35","43","29","0","0","00:05","1.8","11:54","49","8","13","0","$0.98M","$0.98M","$0.98M"
